Frame,change,count
313,0,19
314,0,19
315,0,19
316,0,19
317,0,19
318,0,19
319,0,19
320,0,19
321,0,19
322,0,19
323,0,19
324,0,19
325,0,19
326,0,19
327,0,19
328,0,19
329,0,19
330,0,19
331,0,19
332,0,19
333,0,19
334,0,19
335,0,19
336,0,19
337,0,19
338,0,19
339,0,19
340,0,19
341,0,19
342,0,19
343,0,19
344,0,19
345,0,19
346,0,19
347,0,19
348,0,19
349,0,19
350,0,19
351,0,19
352,0,19
353,0,19
354,0,19
355,0,19
356,0,19
357,0,19
358,0,19
359,0,19
360,0,19
361,0,19
362,0,19
363,0,19
364,0,19
365,0,19
366,0,19
367,0,19
368,0,19
369,0,19
370,0,19
371,0,19
372,0,19
373,0,19
374,0,19
375,0,19
376,0,19
377,0,19
378,0,19
379,0,19
380,0,19
381,0,19
382,0,19
383,0,19
384,0,19
385,0,19
386,0,19
387,0,19
388,0,19
389,0,19
390,0,19
391,0,19
392,0,19
393,0,19
394,0,19
395,0,19
396,0,19
397,0,19
398,0,19
399,0,19
400,0,19
401,0,19
402,0,19
403,0,19
404,0,19
405,0,19
406,0,19
407,0,19
408,0,19
409,0,19
410,0,19
411,0,19
412,0,19
413,0,19
414,0,19
415,0,19
416,0,19
417,0,19
418,0,19
419,0,19
420,0,19
421,0,19
422,0,19
423,0,19
424,0,19
425,0,19
426,0,19
427,0,19
428,0,19
429,0,19
430,0,19
431,0,19
432,0,19
433,0,19
434,0,19
435,0,19
436,0,19
437,0,19
438,0,19
439,0,19
440,0,19
441,0,19
442,0,19
443,0,19
444,0,19
445,0,19
446,0,19
447,0,19
448,0,19
449,0,19
450,0,19
451,0,19
452,0,19
453,0,19
454,0,19
455,0,19
456,0,19
457,0,19
458,0,19
459,0,19
460,0,19
461,0,19
462,0,19
463,0,19
464,0,19
465,0,19
466,0,19
467,0,19
468,0,19
469,0,19
470,0,19
471,0,19
472,0,19
473,0,19
474,0,19
475,0,19
476,0,19
477,0,19
478,0,19
479,0,19
480,0,19
481,0,19
482,0,19
483,0,19
484,0,19
485,0,19
486,0,19
487,0,19
488,0,19
489,0,19
490,0,19
491,0,19
492,0,19
493,0,19
494,1,20
495,0,20
496,0,20
497,0,20
498,0,20
499,0,20
500,0,20
501,0,20
502,0,20
503,0,20
504,0,20
505,0,20
506,0,20
507,0,20
508,0,20
509,0,20
510,0,20
511,0,20
512,0,20
513,0,20
514,0,20
515,0,20
516,0,20
517,0,20
518,0,20
519,0,20
520,0,20
521,0,20
522,0,20
523,0,20
524,0,20
525,0,20
526,0,20
527,0,20
528,0,20
529,0,20
530,0,20
531,0,20
532,0,20
533,0,20
534,0,20
535,0,20
536,0,20
537,0,20
538,0,20
539,0,20
540,0,20
541,0,20
542,0,20
543,0,20
544,0,20
545,0,20
546,0,20
547,0,20
548,0,20
549,0,20
550,0,20
551,0,20
552,0,20
553,0,20
554,0,20
555,0,20
556,0,20
557,0,20
558,0,20
559,0,20
560,0,20
561,0,20
562,0,20
563,0,20
564,0,20
565,0,20
566,0,20
567,0,20
568,0,20
569,0,20
570,0,20
571,0,20
572,0,20
573,0,20
574,0,20
575,0,20
576,0,20
577,0,20
578,0,20
579,0,20
580,0,20
581,0,20
582,0,20
583,0,20
584,0,20
585,0,20
586,0,20
587,0,20
588,0,20
589,0,20
590,0,20
591,0,20
592,0,20
593,0,20
594,0,20
595,0,20
596,0,20
597,0,20
598,0,20
599,0,20
600,0,20
601,0,20
602,0,20
603,0,20
604,0,20
605,0,20
606,0,20
607,0,20
608,0,20
609,0,20
610,0,20
611,0,20
612,0,20
613,0,20
614,0,20
615,0,20
616,0,20
617,0,20
618,0,20
619,0,20
620,0,20
621,0,20
622,0,20
623,0,20
624,0,20
625,0,20
626,0,20
627,0,20
628,0,20
629,0,20
630,0,20
631,0,20
632,0,20
633,0,20
634,0,20
635,0,20
636,0,20
637,0,20
638,0,20
639,0,20
640,0,20
641,0,20
642,0,20
643,0,20
644,0,20
645,0,20
646,0,20
647,0,20
648,0,20
649,0,20
650,0,20
651,0,20
652,0,20
653,0,20
654,0,20
655,0,20
656,0,20
657,0,20
658,0,20
659,0,20
660,0,20
661,0,20
662,0,20
663,0,20
664,0,20
665,0,20
666,0,20
667,0,20
668,0,20
669,0,20
670,0,20
671,0,20
672,0,20
673,0,20
674,0,20
675,0,20
676,0,20
677,0,20
678,0,20
679,0,20
680,0,20
681,0,20
682,0,20
683,0,20
684,0,20
685,0,20
686,0,20
687,0,20
688,0,20
689,0,20
690,0,20
691,0,20
692,0,20
693,0,20
694,0,20
695,0,20
696,0,20
697,0,20
698,0,20
699,0,20
700,0,20
701,0,20
702,0,20
703,0,20
704,0,20
705,0,20
706,0,20
707,0,20
708,0,20
709,0,20
710,0,20
711,0,20
712,0,20
713,0,20
714,0,20
715,0,20
716,0,20
717,0,20
718,0,20
719,0,20
720,0,20
721,0,20
722,0,20
723,0,20
724,0,20
725,0,20
726,0,20
727,0,20
728,0,20
729,0,20
730,0,20
731,0,20
732,0,20
733,0,20
734,0,20
735,0,20
736,0,20
737,0,20
738,0,20
739,0,20
740,0,20
741,0,20
742,0,20
743,0,20
744,0,20
745,0,20
746,0,20
747,0,20
748,0,20
749,0,20
750,0,20
751,0,20
752,0,20
753,0,20
754,0,20
755,0,20
756,0,20
757,0,20
758,0,20
759,0,20
760,0,20
761,0,20
762,0,20
763,1,21
764,0,21
765,0,21
766,0,21
767,0,21
768,0,21
769,0,21
770,0,21
771,0,21
772,1,22
773,0,22
774,0,22
775,0,22
776,0,22
777,0,22
778,0,22
779,0,22
780,0,22
781,0,22
782,0,22
783,0,22
784,0,22
785,0,22
786,0,22
787,0,22
788,0,22
789,0,22
790,0,22
791,0,22
792,0,22
793,0,22
794,0,22
795,0,22
796,0,22
797,0,22
798,0,22
799,0,22
800,0,22
801,0,22
802,0,22
803,0,22
804,0,22
805,0,22
806,0,22
807,0,22
808,0,22
809,0,22
810,0,22
811,0,22
812,0,22
813,0,22
814,0,22
815,0,22
816,0,22
817,0,22
818,0,22
819,0,22
820,0,22
821,0,22
822,0,22
823,0,22
824,0,22
825,0,22
826,0,22
827,0,22
828,0,22
829,0,22
830,0,22
831,0,22
832,0,22
833,0,22
834,0,22
835,0,22
836,0,22
837,0,22
838,0,22
839,0,22
840,0,22
841,0,22
842,0,22
843,0,22
844,0,22
845,0,22
846,0,22
847,0,22
848,0,22
849,0,22
850,0,22
851,0,22
852,0,22
853,0,22
854,0,22
855,0,22
856,0,22
857,0,22
858,0,22
859,0,22
860,0,22
861,0,22
862,0,22
863,0,22
864,0,22
865,0,22
866,0,22
867,0,22
868,0,22
869,0,22
870,0,22
871,0,22
872,0,22
873,0,22
874,0,22
875,0,22
876,0,22
877,0,22
878,0,22
879,0,22
880,0,22
881,0,22
882,0,22
883,0,22
884,0,22
885,0,22
886,0,22
887,0,22
888,0,22
889,0,22
890,0,22
891,0,22
892,0,22
893,0,22
894,0,22
895,0,22
896,0,22
897,0,22
898,0,22
899,0,22
900,0,22
901,0,22
902,0,22
903,0,22
904,0,22
905,0,22
906,0,22
907,0,22
908,0,22
909,0,22
910,0,22
911,0,22
912,0,22
913,0,22
914,0,22
915,0,22
916,0,22
917,0,22
918,0,22
919,0,22
920,0,22
921,0,22
922,0,22
923,0,22
924,0,22
925,0,22
926,0,22
927,0,22
928,0,22
929,0,22
930,0,22
931,0,22
932,0,22
933,0,22
934,0,22
935,0,22
936,0,22
937,0,22
938,0,22
939,0,22
940,0,22
941,0,22
942,0,22
943,0,22
944,0,22
945,0,22
946,0,22
947,0,22
948,0,22
949,0,22
950,0,22
951,0,22
952,0,22
953,0,22
954,0,22
955,0,22
956,0,22
957,0,22
958,0,22
959,0,22
960,0,22
961,0,22
962,0,22
963,0,22
964,0,22
965,0,22
966,1,23
967,0,23
968,0,23
969,0,23
970,0,23
971,0,23
972,0,23
973,0,23
974,0,23
975,0,23
976,0,23
977,0,23
978,0,23
979,0,23
980,0,23
981,0,23
982,0,23
983,0,23
984,0,23
985,0,23
986,0,23
987,0,23
988,0,23
989,0,23
990,0,23
991,0,23
992,0,23
993,0,23
994,0,23
995,0,23
996,0,23
997,0,23
998,0,23
999,0,23
1000,0,23
1001,0,23
1002,0,23
1003,0,23
1004,0,23
1005,0,23
1006,0,23
1007,0,23
1008,0,23
1009,0,23
1010,0,23
1011,0,23
1012,0,23
1013,0,23
1014,0,23
1015,0,23
1016,0,23
1017,0,23
1018,0,23
1019,0,23
1020,0,23
1021,0,23
1022,0,23
1023,0,23
1024,0,23
1025,0,23
1026,0,23
1027,0,23
1028,0,23
1029,0,23
1030,0,23
1031,0,23
1032,0,23
1033,0,23
1034,0,23
1035,0,23
1036,0,23
1037,0,23
1038,0,23
1039,0,23
1040,0,23
1041,0,23
1042,0,23
1043,0,23
1044,0,23
1045,0,23
1046,0,23
1047,0,23
1048,0,23
1049,0,23
1050,0,23
1051,0,23
1052,0,23
1053,0,23
1054,0,23
1055,0,23
1056,0,23
1057,0,23
1058,0,23
1059,0,23
1060,0,23
1061,0,23
1062,0,23
1063,0,23
1064,0,23
1065,-1,22
1066,0,22
1067,0,22
1068,0,22
1069,0,22
1070,0,22
1071,0,22
1072,0,22
1073,0,22
1074,0,22
1075,0,22
1076,0,22
1077,0,22
1078,0,22
1079,0,22
1080,0,22
1081,0,22
1082,0,22
1083,0,22
1084,0,22
1085,0,22
1086,0,22
1087,0,22
1088,0,22
1089,0,22
1090,0,22
1091,0,22
1092,0,22
1093,0,22
1094,0,22
1095,0,22
1096,0,22
1097,0,22
1098,0,22
1099,0,22
1100,0,22
1101,0,22
1102,0,22
1103,0,22
1104,0,22
1105,0,22
1106,0,22
1107,0,22
1108,0,22
1109,0,22
1110,0,22
1111,0,22
1112,0,22
1113,0,22
1114,0,22
1115,0,22
1116,0,22
1117,0,22
1118,0,22
1119,0,22
1120,0,22
1121,0,22
1122,0,22
1123,0,22
1124,0,22
1125,0,22
1126,0,22
1127,0,22
1128,0,22
1129,0,22
1130,0,22
1131,0,22
1132,0,22
1133,0,22
1134,0,22
1135,0,22
1136,0,22
1137,0,22
1138,0,22
1139,0,22
1140,0,22
1141,0,22
1142,0,22
1143,0,22
1144,0,22
1145,0,22
1146,0,22
1147,0,22
1148,0,22
1149,0,22
1150,0,22
1151,0,22
1152,0,22
1153,0,22
1154,0,22
1155,0,22
1156,0,22
1157,0,22
1158,0,22
1159,0,22
1160,0,22
1161,0,22
1162,0,22
1163,0,22
1164,0,22
1165,0,22
1166,0,22
1167,0,22
1168,0,22
1169,0,22
1170,0,22
1171,0,22
1172,0,22
1173,0,22
1174,0,22
1175,0,22
1176,0,22
1177,0,22
1178,0,22
1179,0,22
1180,0,22
1181,0,22
1182,0,22
1183,0,22
1184,0,22
1185,0,22
1186,0,22
1187,0,22
1188,0,22
1189,0,22
1190,0,22
1191,0,22
1192,0,22
1193,0,22
1194,0,22
1195,0,22
1196,0,22
1197,0,22
1198,0,22
1199,0,22
1200,0,22
1201,0,22
1202,0,22
1203,0,22
1204,0,22
1205,0,22
1206,0,22
1207,0,22
1208,0,22
1209,0,22
1210,0,22
1211,0,22
1212,0,22
1213,0,22
1214,0,22
1215,0,22
1216,0,22
1217,0,22
1218,0,22
1219,0,22
1220,0,22
1221,0,22
1222,0,22
1223,0,22
1224,0,22
1225,0,22
1226,0,22
1227,0,22
1228,0,22
1229,0,22
1230,0,22
1231,0,22
1232,0,22
1233,0,22
1234,0,22
1235,0,22
1236,0,22
1237,0,22
1238,0,22
1239,0,22
1240,0,22
1241,0,22
1242,0,22
1243,0,22
1244,0,22
1245,0,22
1246,0,22
1247,0,22
1248,0,22
1249,0,22
1250,0,22
1251,0,22
1252,0,22
1253,0,22
1254,0,22
1255,0,22
1256,0,22
1257,0,22
1258,0,22
1259,0,22
1260,0,22
1261,0,22
1262,0,22
1263,0,22
1264,0,22
1265,0,22
1266,0,22
1267,0,22
1268,0,22
1269,0,22
1270,0,22
1271,0,22
1272,0,22
1273,0,22
1274,0,22
1275,0,22
1276,0,22
1277,0,22
1278,0,22
1279,0,22
1280,0,22
1281,0,22
1282,0,22
1283,0,22
1284,0,22
1285,0,22
1286,0,22
1287,0,22
1288,0,22
1289,0,22
1290,0,22
1291,0,22
1292,0,22
1293,0,22
1294,0,22
1295,0,22
1296,0,22
1297,0,22
1298,0,22
1299,0,22
1300,0,22
1301,0,22
1302,0,22
1303,0,22
1304,0,22
1305,0,22
1306,0,22
1307,0,22
1308,0,22
1309,0,22
1310,0,22
1311,0,22
1312,0,22
1313,0,22
1314,0,22
1315,0,22
1316,0,22
1317,0,22
1318,0,22
1319,0,22
1320,0,22
1321,0,22
1322,0,22
1323,0,22
1324,0,22
1325,0,22
1326,0,22
1327,0,22
1328,0,22
1329,0,22
1330,0,22
1331,0,22
1332,0,22
1333,0,22
1334,0,22
1335,0,22
1336,0,22
1337,0,22
1338,0,22
1339,0,22
1340,0,22
1341,0,22
1342,1,23
1343,0,23
1344,0,23
1345,0,23
1346,0,23
1347,0,23
1348,0,23
1349,0,23
1350,0,23
1351,0,23
1352,0,23
1353,0,23
1354,0,23
1355,0,23
1356,0,23
1357,0,23
1358,0,23
1359,0,23
1360,0,23
1361,0,23
1362,0,23
1363,0,23
1364,0,23
1365,0,23
1366,0,23
1367,0,23
1368,0,23
1369,0,23
1370,0,23
1371,0,23
1372,0,23
1373,0,23
1374,0,23
1375,0,23
1376,0,23
1377,0,23
1378,0,23
1379,0,23
1380,0,23
1381,0,23
1382,0,23
1383,0,23
1384,0,23
1385,0,23
1386,0,23
1387,0,23
1388,0,23
1389,0,23
1390,0,23
1391,0,23
1392,0,23
1393,0,23
1394,0,23
1395,0,23
1396,0,23
1397,0,23
1398,0,23
1399,0,23
1400,0,23
1401,0,23
1402,0,23
1403,0,23
1404,0,23
1405,0,23
1406,0,23
1407,0,23
1408,0,23
1409,0,23
1410,0,23
1411,0,23
1412,0,23
1413,0,23
1414,0,23
1415,0,23
1416,0,23
1417,0,23
1418,0,23
1419,0,23
1420,0,23
1421,0,23
1422,0,23
1423,0,23
1424,0,23
1425,0,23
1426,0,23
1427,0,23
1428,0,23
1429,0,23
1430,0,23
1431,0,23
1432,0,23
1433,0,23
1434,0,23
1435,0,23
1436,0,23
1437,0,23
1438,0,23
1439,0,23
1440,0,23
1441,0,23
1442,0,23
1443,0,23
1444,0,23
1445,0,23
1446,0,23
1447,0,23
1448,0,23
1449,0,23
1450,0,23
1451,0,23
1452,0,23
1453,0,23
1454,0,23
1455,0,23
1456,0,23
1457,0,23
1458,0,23
1459,0,23
1460,0,23
1461,0,23
1462,0,23
1463,0,23
1464,0,23
1465,0,23
1466,0,23
1467,0,23
1468,0,23
1469,0,23
1470,0,23
1471,0,23
1472,0,23
1473,0,23
1474,0,23
1475,0,23
1476,0,23
1477,0,23
1478,0,23
1479,0,23
1480,0,23
1481,0,23
1482,0,23
1483,0,23
1484,0,23
1485,0,23
1486,0,23
1487,0,23
1488,0,23
1489,0,23
1490,0,23
1491,0,23
1492,0,23
1493,0,23
1494,0,23
1495,0,23
1496,0,23
1497,0,23
1498,0,23
1499,0,23
1500,0,23
1501,0,23
1502,0,23
1503,0,23
1504,0,23
1505,0,23
1506,0,23
1507,0,23
1508,0,23
1509,0,23
1510,0,23
1511,0,23
1512,0,23
1513,0,23
1514,0,23
1515,0,23
1516,0,23
1517,0,23
1518,0,23
1519,0,23
1520,0,23
1521,0,23
1522,0,23
1523,0,23
1524,0,23
1525,0,23
1526,0,23
1527,0,23
1528,0,23
1529,0,23
1530,0,23
1531,0,23
1532,0,23
1533,0,23
1534,0,23
1535,0,23
1536,0,23
1537,0,23
1538,0,23
1539,0,23
1540,0,23
1541,-1,22
1542,0,22
1543,0,22
1544,0,22
1545,0,22
1546,0,22
1547,0,22
1548,0,22
1549,0,22
1550,0,22
1551,0,22
1552,0,22
1553,0,22
1554,0,22
1555,0,22
1556,0,22
1557,0,22
1558,0,22
1559,0,22
1560,0,22
1561,0,22
1562,0,22
1563,0,22
1564,0,22
1565,0,22
1566,0,22
1567,0,22
1568,0,22
1569,0,22
1570,0,22
1571,0,22
1572,0,22
1573,0,22
1574,0,22
1575,0,22
1576,0,22
1577,0,22
1578,0,22
1579,0,22
1580,0,22
1581,0,22
1582,0,22
1583,0,22
1584,0,22
1585,0,22
1586,0,22
1587,0,22
1588,0,22
1589,0,22
1590,0,22
1591,0,22
1592,0,22
1593,0,22
1594,0,22
1595,0,22
1596,0,22
1597,0,22
1598,0,22
1599,0,22
1600,0,22
1601,0,22
1602,0,22
1603,0,22
1604,0,22
1605,0,22
1606,0,22
1607,0,22
1608,0,22
1609,0,22
1610,0,22
1611,0,22
1612,0,22
1613,0,22
1614,0,22
1615,0,22
1616,0,22
1617,0,22
1618,0,22
1619,0,22
1620,0,22
1621,0,22
1622,0,22
1623,0,22
1624,0,22
1625,0,22
1626,0,22
1627,0,22
1628,0,22
1629,0,22
1630,0,22
1631,0,22
1632,0,22
1633,0,22
1634,0,22
1635,0,22
1636,0,22
1637,0,22
1638,0,22
1639,0,22
1640,0,22
1641,0,22
1642,0,22
1643,0,22
1644,0,22
1645,-1,21
1646,0,21
1647,0,21
1648,0,21
1649,0,21
1650,0,21
1651,0,21
1652,0,21
1653,0,21
1654,0,21
1655,0,21
1656,0,21
1657,0,21
1658,0,21
1659,0,21
1660,0,21
1661,0,21
1662,0,21
1663,0,21
1664,0,21
1665,0,21
1666,0,21
1667,0,21
1668,0,21
1669,0,21
1670,0,21
1671,0,21
1672,0,21
1673,0,21
1674,0,21
1675,0,21
1676,0,21
1677,0,21
1678,0,21
1679,0,21
1680,0,21
1681,0,21
1682,0,21
1683,0,21
1684,0,21
1685,0,21
1686,0,21
1687,0,21
1688,0,21
1689,0,21
1690,0,21
1691,0,21
1692,0,21
1693,0,21
1694,0,21
1695,0,21
1696,0,21
1697,0,21
1698,0,21
1699,0,21
1700,0,21
1701,0,21
1702,0,21
1703,0,21
1704,0,21
1705,0,21
1706,0,21
1707,0,21
1708,0,21
1709,0,21
1710,0,21
1711,0,21
1712,0,21
1713,0,21
1714,0,21
1715,0,21
1716,0,21
1717,0,21
1718,0,21
1719,0,21
1720,0,21
1721,0,21
1722,0,21
1723,0,21
1724,0,21
1725,0,21
1726,0,21
1727,0,21
1728,0,21
1729,0,21
1730,0,21
1731,0,21
1732,0,21
1733,0,21
1734,0,21
1735,0,21
1736,0,21
1737,0,21
1738,0,21
1739,0,21
1740,0,21
1741,0,21
1742,0,21
1743,0,21
1744,0,21
1745,0,21
1746,0,21
1747,0,21
1748,0,21
1749,0,21
1750,0,21
1751,0,21
1752,0,21
1753,0,21
1754,0,21
1755,0,21
1756,0,21
1757,0,21
1758,0,21
1759,0,21
1760,0,21
1761,0,21
1762,0,21
1763,0,21
1764,0,21
1765,0,21
1766,0,21
1767,0,21
1768,0,21
1769,0,21
1770,0,21
1771,0,21
1772,0,21
1773,0,21
1774,0,21
1775,0,21
1776,0,21
1777,0,21
1778,0,21
1779,0,21
1780,0,21
1781,0,21
1782,0,21
1783,0,21
1784,0,21
1785,0,21
1786,0,21
1787,0,21
1788,0,21
1789,0,21
1790,0,21
1791,0,21
1792,0,21
1793,0,21
1794,0,21
1795,0,21
1796,0,21
1797,0,21
1798,0,21
1799,0,21
1800,0,21
1801,0,21
1802,0,21
1803,0,21
1804,0,21
1805,0,21
1806,0,21
1807,0,21
1808,0,21
1809,0,21
1810,0,21
1811,0,21
1812,0,21
1813,0,21
1814,0,21
1815,0,21
1816,0,21
1817,0,21
1818,0,21
1819,0,21
1820,0,21
1821,0,21
1822,0,21
1823,0,21
1824,0,21
1825,0,21
1826,0,21
1827,0,21
1828,0,21
1829,0,21
1830,0,21
1831,0,21
1832,0,21
1833,0,21
1834,0,21
1835,0,21
1836,0,21
1837,0,21
1838,0,21
1839,0,21
1840,0,21
1841,0,21
1842,0,21
1843,0,21
1844,0,21
1845,0,21
1846,0,21
1847,0,21
1848,0,21
1849,0,21
1850,0,21
1851,0,21
1852,0,21
1853,0,21
1854,0,21
1855,0,21
1856,0,21
1857,0,21
1858,0,21
1859,0,21
1860,0,21
1861,0,21
1862,0,21
1863,0,21
1864,0,21
1865,0,21
1866,0,21
1867,0,21
1868,0,21
1869,0,21
1870,0,21
1871,0,21
1872,0,21
1873,0,21
1874,0,21
1875,0,21
1876,0,21
1877,0,21
1878,0,21
1879,0,21
1880,0,21
1881,0,21
1882,0,21
1883,0,21
1884,0,21
1885,0,21
1886,0,21
1887,0,21
1888,0,21
1889,0,21
1890,0,21
1891,0,21
1892,0,21
1893,0,21
1894,0,21
1895,0,21
1896,0,21
1897,0,21
1898,0,21
1899,0,21
1900,0,21
1901,0,21
1902,0,21
1903,0,21
1904,0,21
1905,0,21
1906,0,21
1907,0,21
1908,0,21
1909,0,21
1910,0,21
1911,0,21
1912,0,21
1913,0,21
1914,0,21
1915,0,21
1916,0,21
1917,0,21
1918,0,21
1919,0,21
1920,0,21
1921,0,21
1922,0,21
1923,0,21
1924,0,21
1925,0,21
1926,0,21
1927,0,21
1928,0,21
1929,0,21
1930,0,21
1931,0,21
1932,0,21
1933,0,21
1934,0,21
1935,0,21
1936,0,21
1937,0,21
1938,0,21
1939,0,21
1940,0,21
1941,0,21
1942,0,21
1943,0,21
1944,0,21
1945,0,21
1946,0,21
1947,0,21
1948,0,21
1949,0,21
1950,-1,20
1951,0,20
1952,0,20
1953,0,20
1954,0,20
1955,0,20
1956,0,20
1957,0,20
1958,0,20
1959,0,20
1960,0,20
1961,0,20
1962,0,20
1963,0,20
1964,0,20
1965,0,20
1966,0,20
1967,0,20
1968,0,20
1969,0,20
1970,0,20
1971,0,20
1972,0,20
1973,0,20
1974,0,20
1975,0,20
1976,0,20
1977,0,20
1978,0,20
1979,0,20
1980,0,20
1981,0,20
1982,0,20
1983,0,20
1984,0,20
1985,0,20
1986,0,20
1987,0,20
1988,0,20
1989,0,20
1990,0,20
1991,0,20
1992,0,20
1993,0,20
1994,0,20
1995,0,20
1996,0,20
1997,0,20
1998,0,20
1999,0,20
2000,0,20
2001,0,20
2002,0,20
2003,0,20
2004,0,20
2005,0,20
2006,0,20
2007,0,20
2008,0,20
2009,0,20
2010,0,20
2011,0,20
2012,0,20
2013,0,20
2014,0,20
2015,0,20
2016,0,20
2017,0,20
2018,0,20
2019,0,20
2020,0,20
2021,0,20
2022,0,20
2023,0,20
2024,0,20
2025,0,20
2026,0,20
2027,0,20
2028,0,20
2029,0,20
2030,0,20
2031,0,20
2032,0,20
2033,0,20
2034,0,20
2035,0,20
2036,0,20
2037,0,20
2038,0,20
2039,0,20
2040,0,20
2041,0,20
2042,0,20
2043,0,20
2044,0,20
2045,0,20
2046,0,20
2047,0,20
2048,0,20
2049,0,20
2050,0,20
2051,0,20
2052,0,20
2053,0,20
2054,0,20
2055,0,20
2056,0,20
2057,0,20
2058,0,20
2059,0,20
2060,0,20
2061,0,20
2062,0,20
2063,0,20
2064,0,20
2065,0,20
2066,0,20
2067,0,20
2068,0,20
2069,0,20
2070,0,20
2071,0,20
2072,0,20
2073,0,20
2074,0,20
2075,0,20
2076,0,20
2077,0,20
2078,0,20
2079,0,20
2080,0,20
2081,0,20
2082,0,20
2083,0,20
2084,0,20
2085,0,20
2086,0,20
2087,0,20
2088,0,20
2089,0,20
2090,0,20
2091,0,20
2092,0,20
2093,0,20
2094,0,20
2095,0,20
2096,0,20
2097,0,20
2098,0,20
2099,0,20
2100,0,20
2101,0,20
2102,0,20
2103,0,20
2104,0,20
2105,0,20
2106,0,20
2107,0,20
2108,0,20
2109,0,20
2110,0,20
2111,0,20
2112,0,20
2113,0,20
2114,0,20
2115,0,20
2116,0,20
2117,-1,19
2118,0,19
2119,0,19
2120,0,19
2121,0,19
2122,0,19
2123,0,19
2124,0,19
2125,0,19
2126,0,19
2127,0,19
2128,0,19
2129,0,19
2130,0,19
2131,0,19
2132,0,19
2133,0,19
2134,0,19
2135,0,19
2136,0,19
2137,0,19
2138,0,19
